Station Name,lat,lon
morehead-city,"34° 43' 06"" N","76° 41' 42"" W"
morehead-city-harbor,"34° 43' 12"" N","76° 42' 39"" W"
atlantic-beach,"34° 41' 36"" N","76° 42' 42"" W"
triple-ess-marina-bogue-sd,"34° 41' 42"" N","76° 42' 42"" W"
atlantic-beach-bridge,"34° 43' 06"" N","76° 44' 12"" W"
nc-state-fisheries,"34° 43' 00"" N","76° 45' 00"" W"
coral-bay-atlantic-beach,"34° 42' 00"" N","76° 46' 06"" W"
spooner-creek,"34° 43' 30"" N","76° 48' 12"" W"
bogue-inlet,"34° 38' 60"" N","77° 05' 60"" W"
new-river-inlet,"34° 31' 60"" N","77° 20' 30"" W"
ocean-city-beach-fishing-pier,"34° 27' 06"" N","77° 29' 42"" W"
wrightsville-beach,"34° 12' 48"" N","77° 47' 12"" W"
wilmington-beach,"34° 01' 32"" N","77° 53' 37"" W"
cape-fear,"33° 50' 14"" N","77° 57' 38"" W"
bald-head,"33° 52' 48"" N","78° 00' 06"" W"
fort-caswell,"33° 53' 48"" N","78° 01' 00"" W"
southport,"33° 54' 54"" N","78° 01' 06"" W"
zekes-island,"33° 57' 00"" N","77° 57' 06"" W"
federal-point,"33° 57' 42"" N","77° 56' 24"" W"
sunny-point-army-base-wharf-no1,"33° 59' 24"" N","77° 57' 24"" W"
reaves-point,"34° 00' 12"" N","77° 57' 18"" W"
sunny-point-army-base-wharf-no3,"34° 01' 24"" N","77° 56' 48"" W"
orton-point,"34° 03' 24"" N","77° 56' 24"" W"
wilmington,"34° 13' 36"" N","77° 57' 12"" W"
castle-hayne-northeast-river,"34° 21' 00"" N","77° 55' 60"" W"
bannermans-branch-northeast-river,"34° 34' 60"" N","77° 46' 00"" W"
oak-island-atlantic-ocean,"33° 54' 06"" N","78° 04' 54"" W"
lockwoods-folly-inlet,"33° 55' 00"" N","78° 13' 60"" W"
shallotte-inlet-bowen-point,"33° 54' 54"" N","78° 22' 24"" W"
sunset-beach,"33° 51' 54"" N","78° 30' 24"" W"
sunset-beach-bridge,"33° 52' 53"" N","78° 30' 39"" W"
marcus-hook,"39° 48' 42"" N","75° 24' 36"" W"
wanamaker-bridge,"39° 52' 34"" N","75° 18' 16"" W"
norwood-city,"39° 52' 47"" N","75° 17' 23"" W"
tinicum-national-wildlife-refuge,"39° 52' 42"" N","75° 16' 36"" W"
hay-island,"39° 53' 12"" N","75° 15' 54"" W"
penrose-avenue-bridge,"39° 53' 51"" N","75° 12' 43"" W"
market-street-bridge,"39° 57' 15"" N","75° 10' 49"" W"
philadelphia-municipal-pier-11,"39° 57' 12"" N","75° 08' 18"" W"
philadelphia,"39° 55' 60"" N","75° 08' 30"" W"
bridesburg-philadelphia,"39° 58' 60"" N","75° 04' 30"" W"
cornwells-heights,"40° 04' 06"" N","74° 56' 18"" W"
edgely,"40° 07' 42"" N","74° 49' 24"" W"
newbold,"40° 08' 12"" N","74° 45' 13"" W"
sakonnet,"41° 27' 54"" N","71° 11' 36"" W"
sachuest-flint-point,"41° 29' 12"" N","71° 14' 18"" W"
the-glen,"41° 33' 30"" N","71° 14' 12"" W"
nannaquaket-neck,"41° 36' 55"" N","71° 12' 18"" W"
anthony-point,"41° 38' 18"" N","71° 12' 42"" W"
north-end-bay-oil-pier,"41° 39' 06"" N","71° 12' 36"" W"
castle-hill,"41° 27' 48"" N","71° 21' 42"" W"
newport,"41° 30' 18"" N","71° 19' 36"" W"
beavertail-point,"41° 27' 06"" N","71° 24' 06"" W"
west-jamestown-dutch-island-harbor,"41° 29' 48"" N","71° 23' 12"" W"
conanicut-point,"41° 34' 24"" N","71° 22' 18"" W"
prudence-island,"41° 34' 48"" N","71° 19' 18"" W"
bristol-ferry,"41° 38' 12"" N","71° 15' 18"" W"
bristol-bristol-harbor,"41° 40' 06"" N","71° 16' 48"" W"
bristol-highlands,"41° 41' 48"" N","71° 17' 36"" W"
bay-spring-bullock-cove,"41° 45' 06"" N","71° 21' 06"" W"
pawtuxet-pawtuxet-cove,"41° 45' 42"" N","71° 23' 18"" W"
providence,"41° 48' 26"" N","71° 24' 04"" W"
rumford-seekonk-river,"41° 50' 24"" N","71° 22' 24"" W"
pawtucket-seekonk-river,"41° 52' 06"" N","71° 22' 48"" W"
quonset-point,"41° 35' 12"" N","71° 24' 40"" W"
east-greenwich,"41° 39' 54"" N","71° 26' 42"" W"
wickford,"41° 34' 18"" N","71° 26' 42"" W"
watson-pier-boston-neck,"41° 27' 36"" N","71° 25' 42"" W"
narragansett-pier,"41° 25' 18"" N","71° 27' 18"" W"
point-judith-harbor-of-refuge,"41° 21' 48"" N","71° 29' 24"" W"
block-island-east-new-shoreham,"41° 10' 24"" N","71° 33' 24"" W"
block-island-west,"41° 09' 48"" N","71° 36' 36"" W"
weekapaug-point-block-island-sound,"41° 19' 42"" N","71° 45' 46"" W"
watch-hill-point,"41° 18' 18"" N","71° 51' 36"" W"
westerly-pawcatuck-river,"41° 22' 47"" N","71° 49' 56"" W"
conimicut-light,"41° 43' 00"" N","71° 20' 36"" W"
dunn-sound-little-river-inlet,"33° 51' 30"" N","78° 34' 12"" W"
dunn-sound-north-end,"33° 51' 36"" N","78° 34' 48"" W"
dunn-sound-west-end,"33° 51' 06"" N","78° 35' 18"" W"
little-river-neck-north-end,"33° 52' 12"" N","78° 34' 24"" W"
cherry-grove-inside,"33° 50' 06"" N","78° 37' 60"" W"
hog-inlet-pier,"33° 50' 12"" N","78° 36' 24"" W"
springmaid-pier,"33° 39' 18"" N","78° 55' 06"" W"
garden-city-pier-ocean,"33° 34' 30"" N","78° 59' 48"" W"
garden-city-bridge-main-creek,"33° 34' 42"" N","79° 00' 12"" W"
divines-dock,"33° 32' 30"" N","79° 01' 42"" W"
smiths-dock,"33° 32' 42"" N","79° 02' 42"" W"
captain-alexs-marina-parsonage-creek,"33° 33' 06"" N","79° 02' 12"" W"
oaks-creek-05-mi-above-entrance,"33° 31' 48"" N","79° 02' 36"" W"
allston-creek,"33° 31' 54"" N","79° 03' 12"" W"
oaks-creek-upper-end,"33° 30' 42"" N","79° 04' 06"" W"
litchfield-beach-bridge,"33° 28' 18"" N","79° 06' 06"" W"
midway-inlet-north-pawleys-island,"33° 26' 54"" N","79° 06' 42"" W"
bennets-dock-pawleys-island-creek,"33° 26' 06"" N","79° 07' 36"" W"
pawleys-island-pier-ocean,"33° 25' 54"" N","79° 07' 00"" W"
wards-dock-pawleys-inlet,"33° 24' 42"" N","79° 08' 06"" W"
clambank-creek-north-inlet,"33° 19' 60"" N","79° 11' 36"" W"
little-river,"33° 52' 12"" N","78° 36' 30"" W"
nixon-crossroads,"33° 51' 18"" N","78° 38' 54"" W"
myrtle-beach-airport,"33° 49' 12"" N","78° 43' 06"" W"
north-myrtle-beach,"33° 46' 00"" N","78° 48' 54"" W"
myrtle-beach-combination-bridge,"33° 42' 48"" N","78° 55' 18"" W"
socastee,"33° 41' 12"" N","79° 00' 18"" W"
winyah-bay-entrance-south-jetty,"33° 10' 60"" N","79° 09' 00"" W"
georgetown-lighthouse,"33° 13' 24"" N","79° 11' 06"" W"
south-island-plantation,"33° 14' 06"" N","79° 12' 12"" W"
south-island-ferry-intracoastal-waterway,"33° 15' 06"" N","79° 16' 06"" W"
frazier-point,"33° 19' 00"" N","79° 16' 60"" W"
georgetown,"33° 21' 42"" N","79° 16' 48"" W"
jacobs-wharf,"33° 21' 48"" N","79° 21' 18"" W"
cumberland,"33° 22' 12"" N","79° 25' 60"" W"
windsor-plantation-black-river,"33° 24' 54"" N","79° 15' 00"" W"
black-river-south-of-dunbar,"33° 30' 42"" N","79° 20' 30"" W"
winea-plantation-black-river,"33° 32' 06"" N","79° 23' 18"" W"
mt-pleasant-plantation-black-river,"33° 29' 42"" N","79° 27' 42"" W"
rhems-black-mingo-creek-black-river,"33° 36' 12"" N","79° 25' 36"" W"
weymouth-plantation,"33° 27' 18"" N","79° 12' 18"" W"
carr-creek-1-mile-above-entrance,"33° 27' 54"" N","79° 11' 12"" W"
south-of-sam-worth-game-management-area,"33° 28' 06"" N","79° 11' 18"" W"
arundel-plantation,"33° 28' 60"" N","79° 10' 42"" W"
holly-grove-plantation,"33° 33' 06"" N","79° 10' 36"" W"
lower-topsaw-landing,"33° 36' 30"" N","79° 09' 06"" W"
yauhannah-bridge,"33° 39' 36"" N","79° 09' 18"" W"
waccamaw-river-entrance,"33° 22' 00"" N","79° 15' 18"" W"
hagley-landing,"33° 26' 06"" N","79° 10' 54"" W"
thoroughfare-creek-entrance,"33° 30' 24"" N","79° 08' 42"" W"
wachesaw-landing,"33° 33' 36"" N","79° 05' 06"" W"
bull-creek-entrance,"33° 35' 48"" N","79° 05' 54"" W"
little-bull-creek-entrance-bull-creek,"33° 36' 06"" N","79° 07' 06"" W"
bucksport,"33° 38' 48"" N","79° 05' 42"" W"
enterprise-landing,"33° 40' 00"" N","79° 03' 48"" W"
keysfield,"33° 44' 42"" N","79° 03' 54"" W"
pitch-landing,"33° 47' 60"" N","79° 03' 18"" W"
conway,"33° 50' 06"" N","79° 02' 30"" W"
grahamville,"33° 49' 48"" N","78° 57' 12"" W"
north-santee-river-inlet,"33° 07' 60"" N","79° 15' 00"" W"
cedar-island-north-santee-bay,"33° 08' 24"" N","79° 14' 42"" W"
minim-creek-entrance-north-santee-bay,"33° 11' 42"" N","79° 16' 30"" W"
north-santee,"33° 12' 36"" N","79° 23' 06"" W"
cedar-island-point-south-santee-river,"33° 07' 12"" N","79° 16' 12"" W"
brown-island-south-santee-river,"33° 08' 60"" N","79° 19' 60"" W"
south-santee-river-highway-17-bridge,"33° 11' 06"" N","79° 24' 24"" W"
pleasant-hill-landing-santee-river,"33° 14' 42"" N","79° 31' 18"" W"
jamestown-santee-river,"33° 18' 18"" N","79° 40' 42"" W"
cape-romain,"33° 01' 30"" N","79° 20' 54"" W"
cape-romain-46-miles-east-of,"33° 06' 00"" N","78° 25' 60"" W"
casino-creek,"33° 06' 30"" N","79° 23' 36"" W"
five-fathom-creek-entrance,"33° 00' 00"" N","79° 29' 48"" W"
mcclellanville-jeremy-creek,"33° 04' 42"" N","79° 27' 36"" W"
harbor-river-entrance,"33° 01' 60"" N","79° 32' 06"" W"
buck-hall-awendaw-creek,"33° 02' 24"" N","79° 33' 36"" W"
jack-creek-entrance,"32° 55' 60"" N","79° 34' 60"" W"
wharf-creek-entrance,"32° 54' 48"" N","79° 37' 00"" W"
moores-landing-sewee-bay,"32° 56' 12"" N","79° 39' 18"" W"
price-creek-north-capers-island,"32° 52' 54"" N","79° 39' 30"" W"
old-capers-landing-capers-island,"32° 52' 12"" N","79° 41' 12"" W"
north-dewees-island-capers-inlet,"32° 51' 00"" N","79° 42' 12"" W"
south-capers-island,"32° 51' 24"" N","79° 42' 24"" W"
south-dewees-island-dewees-inlet,"32° 49' 60"" N","79° 43' 36"" W"
hamlin-sound,"32° 49' 36"" N","79° 47' 12"" W"
isle-of-palms-pier,"32° 46' 60"" N","79° 47' 06"" W"
hamlin-creek-isle-of-palms,"32° 47' 12"" N","79° 47' 30"" W"
breach-inlet-isle-of-palms,"32° 46' 36"" N","79° 48' 42"" W"
sullivans-island-outer-coast,"32° 46' 00"" N","79° 49' 60"" W"
ben-sawyer-bridge,"32° 46' 20"" N","79° 50' 30"" W"
fort-sumter,"32° 45' 12"" N","79° 52' 36"" W"
the-cove-fort-moultrie,"32° 45' 48"" N","79° 51' 24"" W"
fort-johnson,"32° 45' 06"" N","79° 53' 54"" W"
shem-creek,"32° 47' 36"" N","79° 52' 54"" W"
charleston,"32° 46' 54"" N","79° 55' 30"" W"
shipyard-creek-08-mile-above-entrance,"32° 49' 60"" N","79° 57' 00"" W"
clouter-creek-south-entrance,"32° 51' 36"" N","79° 56' 18"" W"
army-depot,"32° 54' 36"" N","79° 57' 06"" W"
yeamans-hall-goose-creek,"32° 55' 30"" N","79° 59' 12"" W"
hanahan-turkey-creek-goose-creek,"32° 55' 06"" N","80° 00' 42"" W"
clouter-creek-north-entrance,"32° 54' 24"" N","79° 56' 06"" W"
snow-point-04-mi-north-of,"32° 56' 54"" N","79° 55' 54"" W"
general-dynamics-pier,"33° 00' 30"" N","79° 55' 24"" W"
dupont-dean-hall,"33° 03' 30"" N","79° 56' 12"" W"
bonneau-ferry-east-branch,"33° 04' 18"" N","79° 52' 60"" W"
blessing-plantation-east-branch,"33° 03' 18"" N","79° 52' 48"" W"
richmond-plantation-east-branch,"33° 04' 36"" N","79° 51' 18"" W"
quinby-creek-bridge-east-branch,"33° 05' 42"" N","79° 48' 30"" W"
old-rice-mill-west-branch,"33° 04' 42"" N","79° 55' 30"" W"
back-river-reservoir-west-branch,"32° 59' 42"" N","79° 56' 12"" W"
pimlico-west-branch,"33° 05' 42"" N","79° 57' 12"" W"
hobcaw-point,"32° 49' 18"" N","79° 54' 00"" W"
parker-island-horlbeck-creek,"32° 53' 06"" N","79° 50' 42"" W"
nowell-creek,"32° 53' 60"" N","79° 54' 00"" W"
cainhoy,"32° 55' 36"" N","79° 49' 48"" W"
big-paradise-island,"32° 54' 54"" N","79° 44' 48"" W"
woodville,"32° 55' 12"" N","79° 43' 60"" W"
james-island-creek-1-mi-above-ent,"32° 44' 42"" N","79° 56' 54"" W"
wappoo-creek,"32° 46' 00"" N","79° 58' 24"" W"
south-ashley-bridge,"32° 46' 60"" N","79° 57' 24"" W"
duck-island,"32° 49' 48"" N","79° 58' 00"" W"
cosgrove-bridge,"32° 50' 06"" N","79° 59' 12"" W"
ashley-river-i-526-bridge,"32° 50' 12"" N","80° 01' 18"" W"
drayton-bees-ferry,"32° 50' 54"" N","80° 03' 06"" W"
magnolia-gardens,"32° 52' 36"" N","80° 04' 60"" W"
greggs-landing-matceba-gardens,"32° 55' 54"" N","80° 09' 24"" W"
bacon-bridge,"32° 57' 30"" N","80° 12' 12"" W"
folly-island-outer-coast,"32° 38' 60"" N","79° 55' 60"" W"
folly-river-bridge-flooy-island,"32° 39' 42"" N","79° 56' 42"" W"
folly-creek-hwy-171-bridge,"32° 40' 30"" N","79° 57' 06"" W"
folly-river-north-folly-island,"32° 40' 12"" N","79° 55' 00"" W"
snake-island,"32° 38' 24"" N","80° 00' 54"" W"
abbapoola-creek-entrance,"32° 40' 36"" N","80° 00' 24"" W"
elliott-cut-entrance,"32° 45' 48"" N","80° 00' 06"" W"
pennys-creek-west-entrance,"32° 46' 06"" N","80° 04' 12"" W"
sandblasters-pennys-creek,"32° 46' 12"" N","80° 03' 48"" W"
limehouse-bridge,"32° 47' 06"" N","80° 06' 27"" W"
church-flats,"32° 44' 48"" N","80° 09' 54"" W"
kiawah-river-bridge,"32° 36' 12"" N","80° 07' 54"" W"
ocella-creek-2-mi-above-entrance,"32° 33' 42"" N","80° 14' 18"" W"
rockville-bohicket-creek,"32° 35' 54"" N","80° 11' 42"" W"
ho-non-wah-boy-scout-camp-bohicket-creek,"32° 37' 30"" N","80° 10' 00"" W"
oak-branch-bohicket-creek,"32° 40' 60"" N","80° 05' 48"" W"
point-of-pines,"32° 35' 06"" N","80° 13' 42"" W"
leadenwah-creek-3-mi-above-entrance,"32° 38' 12"" N","80° 12' 06"" W"
steamboat-landing-steamboat-creek,"32° 36' 12"" N","80° 17' 12"" W"
windsor-plantation-russel-creek,"32° 35' 54"" N","80° 20' 42"" W"
dawho-bridge-dawho-river,"32° 38' 12"" N","80° 20' 30"" W"
park-island-tom-point-creek,"32° 39' 54"" N","80° 19' 00"" W"
toogoodoo-creek-2-mi-above-entrance,"32° 40' 06"" N","80° 17' 36"" W"
lower-toogoodoo-creek-2-mi-above-entrance,"32° 42' 12"" N","80° 16' 42"" W"
bluff-point,"32° 38' 48"" N","80° 15' 24"" W"
yonges-island,"32° 41' 42"" N","80° 13' 24"" W"
johns-island-church-creek,"32° 42' 24"" N","80° 09' 24"" W"
church-creek-bridge,"32° 42' 54"" N","80° 05' 30"" W"
edisto-beach-edisto-island,"32° 30' 06"" N","80° 17' 48"" W"
edisto-marina-big-bay-creek-entrance,"32° 29' 36"" N","80° 20' 24"" W"
carters-dock-big-bay-creek,"32° 29' 36"" N","80° 19' 36"" W"
peters-point-st-pierre-creek,"32° 32' 24"" N","80° 20' 24"" W"
fenwick-island,"32° 33' 36"" N","80° 25' 06"" W"
pine-landing,"32° 36' 12"" N","80° 23' 18"" W"
dawho-river,"32° 39' 24"" N","80° 23' 30"" W"
willtown-bluff-edisto-river,"32° 40' 54"" N","80° 25' 00"" W"
hope-creek-edisto-river,"32° 42' 00"" N","80° 25' 36"" W"
penny-creek-south-of-edisto-river,"32° 42' 54"" N","80° 26' 12"" W"
jacksonboro-camp,"32° 45' 12"" N","80° 27' 00"" W"
canaday-landing-edisto-river,"32° 48' 48"" N","80° 24' 24"" W"
otter-island,"32° 28' 36"" N","80° 25' 12"" W"
johnson-creek-bridge-hunting-island,"32° 23' 30"" N","80° 26' 18"" W"
harbor-river-bridge,"32° 24' 12"" N","80° 27' 12"" W"
seabrook,"32° 31' 24"" N","80° 24' 24"" W"
ashepoo-coosaw-cutoff,"32° 31' 30"" N","80° 27' 06"" W"
musselboro-island-mosquito-creek,"32° 34' 42"" N","80° 26' 54"" W"
hutchinson-island,"32° 33' 06"" N","80° 28' 54"" W"
bluff-islands,"32° 34' 42"" N","80° 29' 36"" W"
brickyard-ferry-swing-bridge,"32° 36' 48"" N","80° 28' 54"" W"
airy-hall-plantation,"32° 37' 54"" N","80° 28' 18"" W"
ashepoo,"32° 44' 36"" N","80° 33' 24"" W"
village-creek-entrance,"32° 26' 42"" N","80° 30' 12"" W"
village-creek-cemetery,"32° 25' 00"" N","80° 31' 12"" W"
edding-point-edding-creek,"32° 26' 48"" N","80° 31' 60"" W"
jenkins-creek-1-mi-above-entrance,"32° 26' 24"" N","80° 33' 12"" W"
jenkins-creek-polawana-island,"32° 25' 12"" N","80° 34' 36"" W"
lucy-point-creek-entrance,"32° 27' 06"" N","80° 36' 36"" W"
bowles-island-new-chehaw-river,"32° 33' 54"" N","80° 31' 00"" W"
wiggins-chehaw-river,"32° 36' 06"" N","80° 32' 30"" W"
fields-point,"32° 34' 06"" N","80° 33' 12"" W"
us-17-bridge,"32° 39' 06"" N","80° 40' 60"" W"
bluff-plantation,"32° 40' 60"" N","80° 44' 18"" W"
cuckolds-creek,"32° 42' 48"" N","80° 41' 42"" W"
summerhouse-point-bull-river,"32° 31' 36"" N","80° 34' 24"" W"
briars-creek-entrance-wimbee-creek-bull-river,"32° 34' 42"" N","80° 40' 12"" W"
sams-point-lucy-point-creek,"32° 28' 60"" N","80° 35' 60"" W"
brickyard-point-brickyard-creek,"32° 29' 36"" N","80° 41' 06"" W"
whale-branch-entrance,"32° 31' 30"" N","80° 40' 30"" W"
lobeco-whale-branch,"32° 34' 24"" N","80° 44' 42"" W"
sheldon-huspa-creek-whale-branch,"32° 34' 60"" N","80° 46' 60"" W"
fripps-inlet,"32° 20' 24"" N","80° 27' 54"" W"
capers-island-trenchards-inlet,"32° 16' 24"" N","80° 35' 06"" W"
club-bridge-creek-ent-trenchards-inlet,"32° 20' 06"" N","80° 32' 30"" W"
port-royal-plantation-hilton-head-island,"32° 13' 12"" N","80° 40' 06"" W"
station-creek-west-end,"32° 16' 48"" N","80° 38' 18"" W"
station-creek-county-landing,"32° 19' 30"" N","80° 36' 06"" W"
fort-fremont,"32° 18' 24"" N","80° 38' 42"" W"
parris-island-marine-corps-recruit-depot,"32° 21' 00"" N","80° 40' 06"" W"
distant-island-cowen-creek,"32° 22' 42"" N","80° 37' 60"" W"
distant-island-creek-upper-end-cowen-creek,"32° 24' 06"" N","80° 39' 12"" W"
capers-creek-cowen-creek-st-helena-island,"32° 22' 18"" N","80° 36' 18"" W"
cowen-creek-route-21-bridge,"32° 23' 50"" N","80° 36' 56"" W"
battery-creek-4-mi-above-entrance,"32° 24' 48"" N","80° 42' 00"" W"
beaufort,"32° 25' 48"" N","80° 40' 30"" W"
marine-corps-air-station-brickyard-creek,"32° 27' 54"" N","80° 41' 30"" W"
albergottie-creek,"32° 27' 00"" N","80° 43' 54"" W"
skull-creek-north-entrance-hilton-head-island,"32° 16' 00"" N","80° 44' 12"" W"
skull-creek-south-entrance-hilton-head-island,"32° 13' 24"" N","80° 46' 18"" W"
pinckney-island-mackay-creek-chechessee-river,"32° 15' 36"" N","80° 46' 00"" W"
colleton-river-entrance,"32° 19' 18"" N","80° 47' 30"" W"
callawassie-creek-colleton-river,"32° 19' 00"" N","80° 50' 30"" W"
callawassie-island-south-colleton-river,"32° 18' 48"" N","80° 51' 36"" W"
callawassie-island-bridge-colleton-river,"32° 20' 30"" N","80° 51' 24"" W"
baileys-landing-okatee-river-colleton-river,"32° 20' 48"" N","80° 53' 24"" W"
chechessee-bluff-chechessee-river,"32° 22' 24"" N","80° 50' 12"" W"
shell-point-hwy-170-bridge,"32° 23' 12"" N","80° 46' 36"" W"
broughton-point-hazzard-creek,"32° 24' 36"" N","80° 53' 06"" W"
euhaw-creek-25-mi-above-entrance,"32° 26' 06"" N","80° 51' 06"" W"
pilot-island-west-branch-boyds-creek,"32° 30' 18"" N","80° 51' 48"" W"
clarendon-plantation,"32° 30' 09"" N","80° 47' 03"" W"
rr-bridge-hall-island,"32° 31' 18"" N","80° 50' 18"" W"
north-dawson-landing-coosawhatchie-river,"32° 33' 42"" N","80° 54' 36"" W"
tulifiny-river-i-95-bridge,"32° 36' 06"" N","80° 54' 12"" W"
braddock-point-hilton-head-island,"32° 06' 48"" N","80° 49' 48"" W"
calibogue-cay-broad-creek-hilton-head-island,"32° 09' 12"" N","80° 47' 42"" W"
broad-creek-hilton-head-island,"32° 11' 06"" N","80° 45' 12"" W"
haig-point-daufuskie-island-cooper-river,"32° 08' 48"" N","80° 50' 12"" W"
bull-creek-bull-island-south-cooper-river,"32° 09' 54"" N","80° 51' 24"" W"
pine-island-ramshorn-creek-cooper-river,"32° 07' 18"" N","80° 53' 54"" W"
savage-creek-bull-creek,"32° 11' 06"" N","80° 51' 36"" W"
bloody-point-daufuskie-island,"32° 04' 54"" N","80° 52' 42"" W"
hargray-pier-daufuskie-island,"32° 05' 54"" N","80° 53' 54"" W"
daufuskie-landing-daufuskie-island,"32° 06' 12"" N","80° 53' 42"" W"
doughboy-island,"32° 08' 18"" N","80° 55' 54"" W"
good-hope-landing-south-of,"32° 10' 36"" N","80° 58' 00"" W"
cook-landing-cemetery,"32° 11' 42"" N","81° 00' 00"" W"
new-river-rt-170-bridge,"32° 14' 12"" N","81° 00' 42"" W"
moreland-cemetery,"32° 10' 30"" N","80° 53' 30"" W"
bull-island-north,"32° 12' 00"" N","80° 48' 54"" W"
bluffton,"32° 13' 48"" N","80° 51' 42"" W"
fields-cut-wright-river,"32° 05' 12"" N","80° 55' 60"" W"
turnbridge-landing-salt-water-creek,"32° 07' 42"" N","81° 00' 42"" W"
sunnybank-little-wicomico-river,"37° 53' 12"" N","76° 16' 00"" W"
great-wicomico-river-light,"37° 48' 18"" N","76° 16' 06"" W"
fleeton-point,"37° 48' 48"" N","76° 16' 30"" W"
glebe-point-great-wicomico-river,"37° 50' 48"" N","76° 22' 06"" W"
windmill-point-light,"37° 35' 48"" N","76° 14' 12"" W"
windmill-point,"37° 36' 58"" N","76° 17' 24"" W"
mill-creek-grey-point,"37° 34' 60"" N","76° 25' 06"" W"
millenbeck-corrotoman-river,"37° 40' 06"" N","76° 29' 12"" W"
urbanna,"37° 38' 60"" N","76° 34' 30"" W"
bayport,"37° 45' 18"" N","76° 40' 24"" W"
wares-wharf,"37° 52' 24"" N","76° 46' 60"" W"
tappahannock,"37° 55' 48"" N","76° 51' 24"" W"
saunders-wharf,"38° 05' 24"" N","77° 01' 60"" W"
port-royal,"38° 10' 24"" N","77° 11' 24"" W"
rappahannock-bend,"38° 12' 48"" N","77° 14' 36"" W"
hopyard-landing,"38° 14' 36"" N","77° 13' 36"" W"
massaponax,"38° 15' 18"" N","77° 24' 36"" W"
jackson-creek-deltaville,"37° 32' 54"" N","76° 19' 54"" W"
dixie,"37° 30' 24"" N","76° 25' 00"" W"
wolf-trap-light,"37° 23' 24"" N","76° 11' 24"" W"
mobjack-east-river,"37° 22' 24"" N","76° 20' 48"" W"
belleville-mobjack-bay,"37° 24' 42"" N","76° 26' 18"" W"
browns-bay,"37° 17' 60"" N","76° 24' 00"" W"
tue-marshes-light,"37° 14' 06"" N","76° 23' 06"" W"
yorktown-goodwin-neck,"37° 13' 48"" N","76° 26' 12"" W"
yorktown-uscg-training-center,"37° 13' 36"" N","76° 28' 42"" W"
gloucester-point,"37° 14' 48"" N","76° 30' 00"" W"
cheatham-annex,"37° 17' 30"" N","76° 35' 12"" W"
roane-point,"37° 26' 48"" N","76° 42' 30"" W"
west-point,"37° 32' 06"" N","76° 47' 36"" W"
wakema-fraziers-ferry-mattaponi-river,"37° 38' 60"" N","76° 54' 00"" W"
lester-manor,"37° 34' 60"" N","76° 59' 24"" W"
northbury,"37° 37' 30"" N","77° 07' 18"" W"
messick-point-back-river,"37° 06' 30"" N","76° 19' 06"" W"
old-point-comfort,"37° 00' 12"" N","76° 18' 54"" W"
sewells-point,"36° 56' 48"" N","76° 19' 48"" W"
pig-point,"36° 55' 00"" N","76° 26' 06"" W"
